id,idprovincia,zipcode,status
"537","2","12 de Haina","11116",,"1"
"538","2","16 de Agosto","11101",,"1"
"539","2","2 de Enero","11404",,"1"
"540","2","24 de Abril","10404",,"1"
"541","2","24 de Abril","10803",,"1"
"542","2","27 de Febrero","10305",,"1"
"543","2","30 de Mayo","10116",,"1"
"544","1","Distrito Nacional","10100",,"1"
"545","2","Santo Domingo Norte","11200",,"1"
"546","2","Santo Domingo Este","11500",,"1"
"547","2","Santo Domingo Oeste","10700",,"1"
"548","3","Boca Del Soco","21001",,"1"
"549","3","Guayacanes","21002",,"1"
"550","3","La Punta","21003",,"1"
"551","3","Juan Dolio","21004",,"1"
"552","3","San Jose de Los Llanos","21100",,"1"
"553","3","Cayacoa","21101",,"1"
"554","3","El Guayabal","21102",,"1"
"555","3","Los Jibaros","21103",,"1"
"556","3","Los Montones","21104",,"1"
"557","3","San Geronimo","21105",,"1"
"558","3","Ajagual","21201",,"1"
"559","3","Los Lorenes","21202",,"1"
"560","3","Magarin","21203",,"1"
"561","3","Alejandro Bass","21301",,"1"
"562","3","Las Callas","21302",,"1"
"563","3","Pajarito","21401",,"1"
"564","3","Los Montones","21402",,"1"
"565","3","Zorra Buena","21403",,"1"
"566","3","Caonabo","21404",,"1"
"567","3","Malulani","21405",,"1"
"568","3","Gautier Dm","21406",,"1"
"569","4","Aleton","22001",,"1"
"570","4","Guaymate","22002",,"1"
"571","4","Isla Saona","22003",,"1"
"572","4","Altos de Chavon","22004",,"1"
"573","4","Sabana","22101",,"1"
"574","4","10 de Cumayasa Dm","22201",,"1"
"575","5","Bejucal","23001",,"1"
"576","5","Santana","23002",,"1"
"577","5","El Salado","23003",,"1"
"578","5","Jima Jaragua","23004",,"1"
"579","5","Los Rios","23005",,"1"
"580","5","Mata Chalupa","23006",,"1"
"581","5","Bayahibe Dm","23101",,"1"
"582","5","Boca de Yuma","23102",,"1"
"583","5","Gato","23103",,"1"
"584","5","La Piita","23104",,"1"
"585","5","Boca de Yuma Dm","23105",,"1"
"586","5","Caada Honda","23201",,"1"
"587","5","El Barrero","23202",,"1"
"588","5","Las Guamas","23203",,"1"
"589","5","Otra Banda Dm","23204",,"1"
"590","5","El Bonao","23205",,"1"
"591","5","Duyey","23206",,"1"
"592","5","Cruz Del Isleo","23207",,"1"
"593","5","Bavaro","23301",,"1"
"594","5","Punta Cana","23302",,"1"
"595","6","Arroyo Grande","24001",,"1"
"596","6","Campia","24002",,"1"
"597","6","Candelaria","24003",,"1"
